confirmed_id,country,date,confirmed_total
5917,Israel,2/22/20,1
5918,Egypt,2/22/20,1
5919,Spain,2/22/20,2
5920,Dominica,2/22/20,0
5921,Nepal,2/22/20,1
5922,Jordan,2/22/20,0
5923,Trinidad and Tobago,2/22/20,0
5924,Guyana,2/22/20,0
5925,Cameroon,2/22/20,0
5926,Cote d'Ivoire,2/22/20,0
5927,Liberia,2/22/20,0
5928,Lithuania,2/22/20,0
5929,Niger,2/22/20,0
5930,Uruguay,2/22/20,0
5931,Cuba,2/22/20,0
5932,Ecuador,2/22/20,0
5933,Mali,2/22/20,0
5934,Indonesia,2/22/20,0
5935,Gabon,2/22/20,0
5936,BelarUnited States,2/22/20,0
5937,Armenia,2/22/20,0
5938,Saint Lucia,2/22/20,0
5939,Latvia,2/22/20,0
5940,Malta,2/22/20,0
5941,Comoros,2/22/20,0
5942,Viet Nam,2/22/20,16
5943,Ghana,2/22/20,0
5944,Paraguay,2/22/20,0
5945,MS Zaandam,2/22/20,0
5946,Estonia,2/22/20,0
5947,Brazil,2/22/20,0
5948,El Salvador,2/22/20,0
5949,Tajikistan,2/22/20,0
5950,Switzerland,2/22/20,0
5951,Poland,2/22/20,0
5952,India,2/22/20,3
5953,Burundi,2/22/20,0
5954,Chad,2/22/20,0
5955,Ukraine,2/22/20,0
5956,Rwanda,2/22/20,0
5957,Yemen,2/22/20,0
5958,Afghanistan,2/22/20,0
5959,Kyrgyzstan,2/22/20,0
5960,Tunisia,2/22/20,0
5961,Singapore,2/22/20,85
5962,Zimbabwe,2/22/20,0
5963,Angola,2/22/20,0
5964,Guinea,2/22/20,0
5965,Sierra Leone,2/22/20,0
5966,United Kingdom,2/22/20,23
5967,Canada,2/22/20,9
5968,China,2/22/20,77001
5969,Timor-Leste,2/22/20,0
5970,Lebanon,2/22/20,1
5971,United Republic of Tanzania,2/22/20,0
5972,Iraq,2/22/20,0
5973,CyprUnited States,2/22/20,0
5974,Holy See (Vatican City),2/22/20,0
5975,Saint Kitts and Nevis,2/22/20,0
5976,Western Sahara,2/22/20,0
5977,Norway,2/22/20,0
5978,Bulgaria,2/22/20,0
5979,Qatar,2/22/20,0
5980,Suriname,2/22/20,0
5981,Portugal,2/22/20,0
5982,Liechtenstein,2/22/20,0
5983,Finland,2/22/20,1
5984,Slovenia,2/23/20,0
5985,United States,2/23/20,15
5986,Ethiopia,2/23/20,0
5987,Iran (Islamic Republic of),2/23/20,43
5988,Bolivia,2/23/20,0
5989,Colombia,2/23/20,0
5990,Republic of Moldova,2/23/20,0
5991,Japan,2/23/20,149
5992,Mongolia,2/23/20,0
5993,Zambia,2/23/20,0
5994,Taiwan,2/23/20,28
5995,Jamaica,2/23/20,0
5996,Cambodia,2/23/20,1
5997,Argentina,2/23/20,0
5998,Costa Rica,2/23/20,0
5999,Malaysia,2/23/20,22
6000,Senegal,2/23/20,0
6001,Congo (Kinshasa),2/23/20,0
6002,Belize,2/23/20,0
6003,Andorra,2/23/20,0
6004,Madagascar,2/23/20,0
6005,Bahrain,2/23/20,0
6006,Hungary,2/23/20,0
6007,Haiti,2/23/20,0
6008,Equatorial Guinea,2/23/20,0
6009,Romania,2/23/20,0
6010,Bosnia and Herzegovina,2/23/20,0
6011,MauritiUnited States,2/23/20,0
6012,Honduras,2/23/20,0
6013,Saudi Arabia,2/23/20,0
6014,Barbados,2/23/20,0
6015,Sao Tome and Principe,2/23/20,0
6016,Somalia,2/23/20,0
6017,Sri Lanka,2/23/20,1
6018,Saint Vincent and the Grenadines,2/23/20,0
6019,Thailand,2/23/20,35
6020,Dominican Republic,2/23/20,0
6021,Bhutan,2/23/20,0
6022,Serbia,2/23/20,0
6023,AUnited Statestralia,2/23/20,15
6024,Burma,2/23/20,0
6025, Republic of,2/23/20,602
6026,Mexico,2/23/20,0
6027,Oman,2/23/20,0
6028,Pakistan,2/23/20,0
6029,Ireland,2/23/20,0
6030,South Africa,2/23/20,0
6031,Turkey,2/23/20,0
6032,RUnited Statessia,2/23/20,2
6033,Bahamas,2/23/20,0
6034,Malawi,2/23/20,0
6035,Netherlands,2/23/20,0
6036,Lao People's Democratic Republic,2/23/20,0
6037,Belgium,2/23/20,1
6038,Uzbekistan,2/23/20,0
6039,Panama,2/23/20,0
6040,Burkina Faso,2/23/20,0
6041,Morocco,2/23/20,0
6042,Kosovo,2/23/20,0
6043,Libyan Arab Jamahiriya,2/23/20,0
6044,Guinea-Bissau,2/23/20,0
6045,Philippines,2/23/20,3
6046,Maldives,2/23/20,0
6047,Brunei,2/23/20,0
6048,The former Yugoslav Republic of Macedonia,2/23/20,0
6049,Azerbaijan,2/23/20,0
6050,West Bank and Gaza,2/23/20,0
6051,Luxembourg,2/23/20,0
6052,Sweden,2/23/20,1
6053,Czech Republic,2/23/20,0
6054,Venezuela,2/23/20,0
6055,Djibouti,2/23/20,0
6056,Montenegro,2/23/20,0
6057,Papua New Guinea,2/23/20,0
6058,Algeria,2/23/20,0
6059,Albania,2/23/20,0
6060,Nicaragua,2/23/20,0
6061,Kenya,2/23/20,0
6062,Botswana,2/23/20,0
6063,Grenada,2/23/20,0
6064,Bangladesh,2/23/20,0
6065,Slovakia,2/23/20,0
6066,Georgia,2/23/20,0
6067,Central African Republic,2/23/20,0
6068,New Zealand,2/23/20,0
6069,Benin,2/23/20,0
6070,Lesotho,2/23/20,0
6071,Gambia,2/23/20,0
6072,Guatemala,2/23/20,0
6073,Kuwait,2/23/20,0
6074,Uganda,2/23/20,0
6075,Greece,2/23/20,0
6076,Mozambique,2/23/20,0
6077,Nigeria,2/23/20,0
6078,Fiji,2/23/20,0
6079,Mauritania,2/23/20,0
6080,Italy,2/23/20,155
6081,Diamond Princess,2/23/20,691
6082,Eritrea,2/23/20,0
6083,Kazakhstan,2/23/20,0
6084,Eswatini,2/23/20,0
6085,Germany,2/23/20,16
6086,Monaco,2/23/20,0
6087,Croatia,2/23/20,0
6088,France,2/23/20,12
6089,Chile,2/23/20,2
6090,United Arab Emirates,2/23/20,13
6091,Togo,2/23/20,0
6092,Syrian Arab Republic,2/23/20,0
6093,Antigua and Barbuda,2/23/20,0
6094,Denmark,2/23/20,0
6095,Seychelles,2/23/20,0
6096,Sudan,2/23/20,0
6097,AUnited Statestria,2/23/20,0
6098,Cape Verde,2/23/20,0
6099,Namibia,2/23/20,0
6100,South Sudan,2/23/20,0
6101,San Marino,2/23/20,0
6102,Iceland,2/23/20,0
6103,Peru,2/23/20,0
6104,Israel,2/23/20,1
6105,Egypt,2/23/20,1
6106,Spain,2/23/20,2
6107,Dominica,2/23/20,0
6108,Nepal,2/23/20,1
6109,Jordan,2/23/20,0
6110,Trinidad and Tobago,2/23/20,0
6111,Guyana,2/23/20,0
6112,Cameroon,2/23/20,0
6113,Cote d'Ivoire,2/23/20,0
6114,Liberia,2/23/20,0
6115,Lithuania,2/23/20,0
6116,Niger,2/23/20,0
6117,Uruguay,2/23/20,0
6118,Cuba,2/23/20,0
6119,Ecuador,2/23/20,0
6120,Mali,2/23/20,0
6121,Indonesia,2/23/20,0
6122,Gabon,2/23/20,0
6123,BelarUnited States,2/23/20,0
6124,Armenia,2/23/20,0
6125,Saint Lucia,2/23/20,0
6126,Latvia,2/23/20,0
6127,Malta,2/23/20,0
6128,Comoros,2/23/20,0
6129,Viet Nam,2/23/20,16
6130,Ghana,2/23/20,0
6131,Paraguay,2/23/20,0
6132,MS Zaandam,2/23/20,0
6133,Estonia,2/23/20,0
6134,Brazil,2/23/20,0
6135,El Salvador,2/23/20,0
6136,Tajikistan,2/23/20,0
6137,Switzerland,2/23/20,0
6138,Poland,2/23/20,0
6139,India,2/23/20,3
6140,Burundi,2/23/20,0
6141,Chad,2/23/20,0
6142,Ukraine,2/23/20,0
6143,Rwanda,2/23/20,0
6144,Yemen,2/23/20,0
6145,Afghanistan,2/23/20,0
6146,Kyrgyzstan,2/23/20,0
6147,Tunisia,2/23/20,0
6148,Singapore,2/23/20,89
6149,Zimbabwe,2/23/20,0
6150,Angola,2/23/20,0
6151,Guinea,2/23/20,0
6152,Sierra Leone,2/23/20,0
6153,United Kingdom,2/23/20,28
6154,Canada,2/23/20,9
6155,China,2/23/20,77022
6156,Timor-Leste,2/23/20,0
6157,Lebanon,2/23/20,1
6158,United Republic of Tanzania,2/23/20,0
6159,Iraq,2/23/20,0
6160,CyprUnited States,2/23/20,0
6161,Holy See (Vatican City),2/23/20,0
6162,Saint Kitts and Nevis,2/23/20,0
6163,Western Sahara,2/23/20,0
6164,Norway,2/23/20,0
6165,Bulgaria,2/23/20,0
6166,Qatar,2/23/20,0
6167,Suriname,2/23/20,0
6168,Portugal,2/23/20,0
6169,Liechtenstein,2/23/20,0
6170,Finland,2/23/20,1
6171,Slovenia,2/24/20,0
6172,United States,2/24/20,15
6173,Ethiopia,2/24/20,0
6174,Iran (Islamic Republic of),2/24/20,61
6175,Bolivia,2/24/20,0
6176,Colombia,2/24/20,0
6177,Republic of Moldova,2/24/20,0
6178,Japan,2/24/20,160
6179,Mongolia,2/24/20,0
6180,Zambia,2/24/20,0
6181,Taiwan,2/24/20,30
6182,Jamaica,2/24/20,0
6183,Cambodia,2/24/20,1
6184,Argentina,2/24/20,0
6185,Costa Rica,2/24/20,0
6186,Malaysia,2/24/20,22
6187,Senegal,2/24/20,0
6188,Congo (Kinshasa),2/24/20,0
6189,Belize,2/24/20,0
6190,Andorra,2/24/20,0
6191,Madagascar,2/24/20,0
6192,Bahrain,2/24/20,1
6193,Hungary,2/24/20,0
6194,Haiti,2/24/20,0
6195,Equatorial Guinea,2/24/20,0
6196,Romania,2/24/20,0
6197,Bosnia and Herzegovina,2/24/20,0
6198,MauritiUnited States,2/24/20,0
6199,Honduras,2/24/20,0
6200,Saudi Arabia,2/24/20,0
6201,Barbados,2/24/20,0
6202,Sao Tome and Principe,2/24/20,0
6203,Somalia,2/24/20,0
6204,Sri Lanka,2/24/20,1
6205,Saint Vincent and the Grenadines,2/24/20,0
6206,Thailand,2/24/20,35
6207,Dominican Republic,2/24/20,0
6208,Bhutan,2/24/20,0
6209,Serbia,2/24/20,0
6210,AUnited Statestralia,2/24/20,15
6211,Burma,2/24/20,0
6212, Republic of,2/24/20,833
6213,Mexico,2/24/20,0
6214,Oman,2/24/20,2
6215,Pakistan,2/24/20,0
6216,Ireland,2/24/20,0
6217,South Africa,2/24/20,0
6218,Turkey,2/24/20,0
6219,RUnited Statessia,2/24/20,2
6220,Bahamas,2/24/20,0
6221,Malawi,2/24/20,0
6222,Netherlands,2/24/20,0
6223,Lao People's Democratic Republic,2/24/20,0
6224,Belgium,2/24/20,1
6225,Uzbekistan,2/24/20,0
6226,Panama,2/24/20,0
6227,Burkina Faso,2/24/20,0
6228,Morocco,2/24/20,0
6229,Kosovo,2/24/20,0
6230,Libyan Arab Jamahiriya,2/24/20,0
6231,Guinea-Bissau,2/24/20,0
6232,Philippines,2/24/20,3
6233,Maldives,2/24/20,0
6234,Brunei,2/24/20,0
6235,The former Yugoslav Republic of Macedonia,2/24/20,0
6236,Azerbaijan,2/24/20,0
6237,West Bank and Gaza,2/24/20,0
6238,Luxembourg,2/24/20,0
6239,Sweden,2/24/20,1
6240,Czech Republic,2/24/20,0
6241,Venezuela,2/24/20,0
6242,Djibouti,2/24/20,0
6243,Montenegro,2/24/20,0
6244,Papua New Guinea,2/24/20,0
6245,Algeria,2/24/20,0
6246,Albania,2/24/20,0
6247,Nicaragua,2/24/20,0
6248,Kenya,2/24/20,0
6249,Botswana,2/24/20,0
6250,Grenada,2/24/20,0
6251,Bangladesh,2/24/20,0
6252,Slovakia,2/24/20,0
6253,Georgia,2/24/20,0
6254,Central African Republic,2/24/20,0
6255,New Zealand,2/24/20,0
6256,Benin,2/24/20,0
6257,Lesotho,2/24/20,0
6258,Gambia,2/24/20,0
6259,Guatemala,2/24/20,0
6260,Kuwait,2/24/20,1
6261,Uganda,2/24/20,0
6262,Greece,2/24/20,0
6263,Mozambique,2/24/20,0
6264,Nigeria,2/24/20,0
6265,Fiji,2/24/20,0
6266,Mauritania,2/24/20,0
6267,Italy,2/24/20,229
6268,Diamond Princess,2/24/20,691
6269,Eritrea,2/24/20,0
6270,Kazakhstan,2/24/20,0
6271,Eswatini,2/24/20,0
6272,Germany,2/24/20,16
6273,Monaco,2/24/20,0
6274,Croatia,2/24/20,0
6275,France,2/24/20,12
6276,Chile,2/24/20,2
6277,United Arab Emirates,2/24/20,13
6278,Togo,2/24/20,0
6279,Syrian Arab Republic,2/24/20,0
6280,Antigua and Barbuda,2/24/20,0
6281,Denmark,2/24/20,0
6282,Seychelles,2/24/20,0
6283,Sudan,2/24/20,0
6284,AUnited Statestria,2/24/20,0
6285,Cape Verde,2/24/20,0
6286,Namibia,2/24/20,0
6287,South Sudan,2/24/20,0
6288,San Marino,2/24/20,0
6289,Iceland,2/24/20,0
6290,Peru,2/24/20,0
6291,Israel,2/24/20,1
6292,Egypt,2/24/20,1
6293,Spain,2/24/20,2
6294,Dominica,2/24/20,0
6295,Nepal,2/24/20,1
6296,Jordan,2/24/20,0
6297,Trinidad and Tobago,2/24/20,0
6298,Guyana,2/24/20,0
6299,Cameroon,2/24/20,0
6300,Cote d'Ivoire,2/24/20,0
6301,Liberia,2/24/20,0
6302,Lithuania,2/24/20,0
6303,Niger,2/24/20,0
6304,Uruguay,2/24/20,0
6305,Cuba,2/24/20,0
6306,Ecuador,2/24/20,0
6307,Mali,2/24/20,0
6308,Indonesia,2/24/20,0
6309,Gabon,2/24/20,0
6310,BelarUnited States,2/24/20,0
6311,Armenia,2/24/20,0
6312,Saint Lucia,2/24/20,0
6313,Latvia,2/24/20,0
6314,Malta,2/24/20,0
6315,Comoros,2/24/20,0
6316,Viet Nam,2/24/20,16
6317,Ghana,2/24/20,0
6318,Paraguay,2/24/20,0
6319,MS Zaandam,2/24/20,0
6320,Estonia,2/24/20,0
6321,Brazil,2/24/20,0
6322,El Salvador,2/24/20,0
6323,Tajikistan,2/24/20,0
6324,Switzerland,2/24/20,0
6325,Poland,2/24/20,0
6326,India,2/24/20,3
6327,Burundi,2/24/20,0
6328,Chad,2/24/20,0
6329,Ukraine,2/24/20,0
6330,Rwanda,2/24/20,0
6331,Yemen,2/24/20,0
6332,Afghanistan,2/24/20,1
6333,Kyrgyzstan,2/24/20,0
6334,Tunisia,2/24/20,0
6335,Singapore,2/24/20,89
6336,Zimbabwe,2/24/20,0
6337,Angola,2/24/20,0
6338,Guinea,2/24/20,0
6339,Sierra Leone,2/24/20,0
6340,United Kingdom,2/24/20,30
6341,Canada,2/24/20,10
6342,China,2/24/20,77241
6343,Timor-Leste,2/24/20,0
6344,Lebanon,2/24/20,1
6345,United Republic of Tanzania,2/24/20,0
6346,Iraq,2/24/20,1
6347,CyprUnited States,2/24/20,0
6348,Holy See (Vatican City),2/24/20,0
6349,Saint Kitts and Nevis,2/24/20,0
6350,Western Sahara,2/24/20,0
6351,Norway,2/24/20,0
6352,Bulgaria,2/24/20,0
6353,Qatar,2/24/20,0
6354,Suriname,2/24/20,0
6355,Portugal,2/24/20,0
6356,Liechtenstein,2/24/20,0
6357,Finland,2/24/20,1
6358,Slovenia,2/25/20,0
6359,United States,2/25/20,15
6360,Ethiopia,2/25/20,0
6361,Iran (Islamic Republic of),2/25/20,95
6362,Bolivia,2/25/20,0
6363,Colombia,2/25/20,0
6364,Republic of Moldova,2/25/20,0
6365,Japan,2/25/20,173
6366,Mongolia,2/25/20,0
6367,Zambia,2/25/20,0
6368,Taiwan,2/25/20,31
6369,Jamaica,2/25/20,0
6370,Cambodia,2/25/20,1
6371,Argentina,2/25/20,0
6372,Costa Rica,2/25/20,0
6373,Malaysia,2/25/20,22
6374,Senegal,2/25/20,0
6375,Congo (Kinshasa),2/25/20,0
6376,Belize,2/25/20,0
6377,Andorra,2/25/20,0
6378,Madagascar,2/25/20,0
6379,Bahrain,2/25/20,23
6380,Hungary,2/25/20,0
6381,Haiti,2/25/20,0
6382,Equatorial Guinea,2/25/20,0
6383,Romania,2/25/20,0
6384,Bosnia and Herzegovina,2/25/20,0
6385,MauritiUnited States,2/25/20,0
6386,Honduras,2/25/20,0
6387,Saudi Arabia,2/25/20,0
6388,Barbados,2/25/20,0
6389,Sao Tome and Principe,2/25/20,0
6390,Somalia,2/25/20,0
6391,Sri Lanka,2/25/20,1
6392,Saint Vincent and the Grenadines,2/25/20,0
6393,Thailand,2/25/20,37
6394,Dominican Republic,2/25/20,0
6395,Bhutan,2/25/20,0
6396,Serbia,2/25/20,0
6397,AUnited Statestralia,2/25/20,15
6398,Burma,2/25/20,0
6399, Republic of,2/25/20,977
6400,Mexico,2/25/20,0
6401,Oman,2/25/20,2
6402,Pakistan,2/25/20,2
6403,Ireland,2/25/20,0
6404,South Africa,2/25/20,0
6405,Turkey,2/25/20,0
6406,RUnited Statessia,2/25/20,2
6407,Bahamas,2/25/20,0
6408,Malawi,2/25/20,0
6409,Netherlands,2/25/20,0
6410,Lao People's Democratic Republic,2/25/20,0
6411,Belgium,2/25/20,1
6412,Uzbekistan,2/25/20,0
6413,Panama,2/25/20,0
6414,Burkina Faso,2/25/20,0
6415,Morocco,2/25/20,0
6416,Kosovo,2/25/20,0
6417,Libyan Arab Jamahiriya,2/25/20,0
6418,Guinea-Bissau,2/25/20,0
6419,Philippines,2/25/20,3
6420,Maldives,2/25/20,0
6421,Brunei,2/25/20,0
6422,The former Yugoslav Republic of Macedonia,2/25/20,0
6423,Azerbaijan,2/25/20,0
6424,West Bank and Gaza,2/25/20,0
6425,Luxembourg,2/25/20,0
6426,Sweden,2/25/20,1
6427,Czech Republic,2/25/20,0
6428,Venezuela,2/25/20,0
6429,Djibouti,2/25/20,0
6430,Montenegro,2/25/20,0
6431,Papua New Guinea,2/25/20,0
6432,Algeria,2/25/20,1
6433,Albania,2/25/20,0
6434,Nicaragua,2/25/20,0
6435,Kenya,2/25/20,0
6436,Botswana,2/25/20,0
6437,Grenada,2/25/20,0
6438,Bangladesh,2/25/20,0
6439,Slovakia,2/25/20,0
6440,Georgia,2/25/20,0
6441,Central African Republic,2/25/20,0
6442,New Zealand,2/25/20,0
6443,Benin,2/25/20,0
6444,Lesotho,2/25/20,0
6445,Gambia,2/25/20,0
6446,Guatemala,2/25/20,0
6447,Kuwait,2/25/20,11
6448,Uganda,2/25/20,0
6449,Greece,2/25/20,0
6450,Mozambique,2/25/20,0
6451,Nigeria,2/25/20,0
6452,Fiji,2/25/20,0
6453,Mauritania,2/25/20,0
6454,Italy,2/25/20,322
6455,Diamond Princess,2/25/20,691
6456,Eritrea,2/25/20,0
6457,Kazakhstan,2/25/20,0
6458,Eswatini,2/25/20,0
6459,Germany,2/25/20,17
6460,Monaco,2/25/20,0
6461,Croatia,2/25/20,1
6462,France,2/25/20,14
6463,Chile,2/25/20,2
6464,United Arab Emirates,2/25/20,13
6465,Togo,2/25/20,0
6466,Syrian Arab Republic,2/25/20,0
6467,Antigua and Barbuda,2/25/20,0
6468,Denmark,2/25/20,0
6469,Seychelles,2/25/20,0
6470,Sudan,2/25/20,0
6471,AUnited Statestria,2/25/20,2
6472,Cape Verde,2/25/20,0
6473,Namibia,2/25/20,0
6474,South Sudan,2/25/20,0
6475,San Marino,2/25/20,0
6476,Iceland,2/25/20,0
6477,Peru,2/25/20,0
6478,Israel,2/25/20,1
6479,Egypt,2/25/20,1
6480,Spain,2/25/20,6
6481,Dominica,2/25/20,0
6482,Nepal,2/25/20,1
6483,Jordan,2/25/20,0
6484,Trinidad and Tobago,2/25/20,0
6485,Guyana,2/25/20,0
6486,Cameroon,2/25/20,0
6487,Cote d'Ivoire,2/25/20,0
6488,Liberia,2/25/20,0
6489,Lithuania,2/25/20,0
6490,Niger,2/25/20,0
6491,Uruguay,2/25/20,0
6492,Cuba,2/25/20,0
6493,Ecuador,2/25/20,0
6494,Mali,2/25/20,0
6495,Indonesia,2/25/20,0
6496,Gabon,2/25/20,0
6497,BelarUnited States,2/25/20,0
6498,Armenia,2/25/20,0
6499,Saint Lucia,2/25/20,0
6500,Latvia,2/25/20,0
6501,Malta,2/25/20,0
6502,Comoros,2/25/20,0
6503,Viet Nam,2/25/20,16
6504,Ghana,2/25/20,0
6505,Paraguay,2/25/20,0
6506,MS Zaandam,2/25/20,0
6507,Estonia,2/25/20,0
6508,Brazil,2/25/20,0
6509,El Salvador,2/25/20,0
6510,Tajikistan,2/25/20,0
6511,Switzerland,2/25/20,1
6512,Poland,2/25/20,0
6513,India,2/25/20,3
6514,Burundi,2/25/20,0
6515,Chad,2/25/20,0
6516,Ukraine,2/25/20,0
6517,Rwanda,2/25/20,0
6518,Yemen,2/25/20,0
6519,Afghanistan,2/25/20,1
6520,Kyrgyzstan,2/25/20,0
6521,Tunisia,2/25/20,0
6522,Singapore,2/25/20,91
6523,Zimbabwe,2/25/20,0
6524,Angola,2/25/20,0
6525,Guinea,2/25/20,0
6526,Sierra Leone,2/25/20,0
6527,United Kingdom,2/25/20,34
6528,Canada,2/25/20,11
6529,China,2/25/20,77754
6530,Timor-Leste,2/25/20,0
6531,Lebanon,2/25/20,1
6532,United Republic of Tanzania,2/25/20,0
6533,Iraq,2/25/20,1
6534,CyprUnited States,2/25/20,0
6535,Holy See (Vatican City),2/25/20,0
6536,Saint Kitts and Nevis,2/25/20,0
6537,Western Sahara,2/25/20,0
6538,Norway,2/25/20,0
6539,Bulgaria,2/25/20,0
6540,Qatar,2/25/20,0
6541,Suriname,2/25/20,0
6542,Portugal,2/25/20,0
6543,Liechtenstein,2/25/20,0
6544,Finland,2/25/20,1
6545,Slovenia,2/26/20,0
6546,United States,2/26/20,15
6547,Ethiopia,2/26/20,0
6548,Iran (Islamic Republic of),2/26/20,139
6549,Bolivia,2/26/20,0
6550,Colombia,2/26/20,0
6551,Republic of Moldova,2/26/20,0
6552,Japan,2/26/20,192
6553,Mongolia,2/26/20,0
6554,Zambia,2/26/20,0
6555,Taiwan,2/26/20,32
6556,Jamaica,2/26/20,0
6557,Cambodia,2/26/20,1
6558,Argentina,2/26/20,0
6559,Costa Rica,2/26/20,0
6560,Malaysia,2/26/20,22
6561,Senegal,2/26/20,0
6562,Congo (Kinshasa),2/26/20,0
6563,Belize,2/26/20,0
6564,Andorra,2/26/20,0
6565,Madagascar,2/26/20,0
6566,Bahrain,2/26/20,33
6567,Hungary,2/26/20,0
6568,Haiti,2/26/20,0
6569,Equatorial Guinea,2/26/20,0
6570,Romania,2/26/20,1
6571,Bosnia and Herzegovina,2/26/20,0
6572,MauritiUnited States,2/26/20,0
6573,Honduras,2/26/20,0
6574,Saudi Arabia,2/26/20,0
6575,Barbados,2/26/20,0
6576,Sao Tome and Principe,2/26/20,0
6577,Somalia,2/26/20,0
6578,Sri Lanka,2/26/20,1
6579,Saint Vincent and the Grenadines,2/26/20,0
6580,Thailand,2/26/20,40
6581,Dominican Republic,2/26/20,0
6582,Bhutan,2/26/20,0
6583,Serbia,2/26/20,0
6584,AUnited Statestralia,2/26/20,15
6585,Burma,2/26/20,0
6586, Republic of,2/26/20,1261
6587,Mexico,2/26/20,0
6588,Oman,2/26/20,4
6589,Pakistan,2/26/20,2
6590,Ireland,2/26/20,0
6591,South Africa,2/26/20,0
6592,Turkey,2/26/20,0
6593,RUnited Statessia,2/26/20,2
6594,Bahamas,2/26/20,0
6595,Malawi,2/26/20,0
6596,Netherlands,2/26/20,0
6597,Lao People's Democratic Republic,2/26/20,0
6598,Belgium,2/26/20,1
6599,Uzbekistan,2/26/20,0
6600,Panama,2/26/20,0
6601,Burkina Faso,2/26/20,0
6602,Morocco,2/26/20,0
6603,Kosovo,2/26/20,0
6604,Libyan Arab Jamahiriya,2/26/20,0
6605,Guinea-Bissau,2/26/20,0
6606,Philippines,2/26/20,3
6607,Maldives,2/26/20,0
6608,Brunei,2/26/20,0
6609,The former Yugoslav Republic of Macedonia,2/26/20,1
6610,Azerbaijan,2/26/20,0
6611,West Bank and Gaza,2/26/20,0
6612,Luxembourg,2/26/20,0
6613,Sweden,2/26/20,2
6614,Czech Republic,2/26/20,0
6615,Venezuela,2/26/20,0
6616,Djibouti,2/26/20,0
6617,Montenegro,2/26/20,0
6618,Papua New Guinea,2/26/20,0
6619,Algeria,2/26/20,1
6620,Albania,2/26/20,0
6621,Nicaragua,2/26/20,0
6622,Kenya,2/26/20,0
6623,Botswana,2/26/20,0
6624,Grenada,2/26/20,0
6625,Bangladesh,2/26/20,0
6626,Slovakia,2/26/20,0
6627,Georgia,2/26/20,1
6628,Central African Republic,2/26/20,0
6629,New Zealand,2/26/20,0
6630,Benin,2/26/20,0
6631,Lesotho,2/26/20,0
6632,Gambia,2/26/20,0
6633,Guatemala,2/26/20,0
6634,Kuwait,2/26/20,26
6635,Uganda,2/26/20,0
6636,Greece,2/26/20,1
6637,Mozambique,2/26/20,0
6638,Nigeria,2/26/20,0
6639,Fiji,2/26/20,0
6640,Mauritania,2/26/20,0
6641,Italy,2/26/20,453
6642,Diamond Princess,2/26/20,705
6643,Eritrea,2/26/20,0
6644,Kazakhstan,2/26/20,0
6645,Eswatini,2/26/20,0
6646,Germany,2/26/20,27
6647,Monaco,2/26/20,0
6648,Croatia,2/26/20,3
6649,France,2/26/20,18
6650,Chile,2/26/20,2
6651,United Arab Emirates,2/26/20,13
6652,Togo,2/26/20,0
6653,Syrian Arab Republic,2/26/20,0
6654,Antigua and Barbuda,2/26/20,0
6655,Denmark,2/26/20,0
6656,Seychelles,2/26/20,0
6657,Sudan,2/26/20,0
6658,AUnited Statestria,2/26/20,2
6659,Cape Verde,2/26/20,0
6660,Namibia,2/26/20,0
6661,South Sudan,2/26/20,0
6662,San Marino,2/26/20,0
6663,Iceland,2/26/20,0
6664,Peru,2/26/20,0
6665,Israel,2/26/20,2
6666,Egypt,2/26/20,1
6667,Spain,2/26/20,13
6668,Dominica,2/26/20,0
6669,Nepal,2/26/20,1
6670,Jordan,2/26/20,0
6671,Trinidad and Tobago,2/26/20,0
6672,Guyana,2/26/20,0
6673,Cameroon,2/26/20,0
6674,Cote d'Ivoire,2/26/20,0
6675,Liberia,2/26/20,0
6676,Lithuania,2/26/20,0
6677,Niger,2/26/20,0
6678,Uruguay,2/26/20,0
6679,Cuba,2/26/20,0
6680,Ecuador,2/26/20,0
6681,Mali,2/26/20,0
6682,Indonesia,2/26/20,0
6683,Gabon,2/26/20,0
6684,BelarUnited States,2/26/20,0
6685,Armenia,2/26/20,0
6686,Saint Lucia,2/26/20,0
6687,Latvia,2/26/20,0
6688,Malta,2/26/20,0
6689,Comoros,2/26/20,0
6690,Viet Nam,2/26/20,16
6691,Ghana,2/26/20,0
6692,Paraguay,2/26/20,0
6693,MS Zaandam,2/26/20,0
6694,Estonia,2/26/20,0
6695,Brazil,2/26/20,1
6696,El Salvador,2/26/20,0
6697,Tajikistan,2/26/20,0
6698,Switzerland,2/26/20,1
6699,Poland,2/26/20,0
6700,India,2/26/20,3
6701,Burundi,2/26/20,0
6702,Chad,2/26/20,0
6703,Ukraine,2/26/20,0
6704,Rwanda,2/26/20,0
6705,Yemen,2/26/20,0
6706,Afghanistan,2/26/20,1
6707,Kyrgyzstan,2/26/20,0
6708,Tunisia,2/26/20,0
6709,Singapore,2/26/20,93
6710,Zimbabwe,2/26/20,0
6711,Angola,2/26/20,0
6712,Guinea,2/26/20,0
6713,Sierra Leone,2/26/20,0
6714,United Kingdom,2/26/20,37
6715,Canada,2/26/20,11
6716,China,2/26/20,78166
6717,Timor-Leste,2/26/20,0
6718,Lebanon,2/26/20,2
6719,United Republic of Tanzania,2/26/20,0
6720,Iraq,2/26/20,5
6721,CyprUnited States,2/26/20,0
6722,Holy See (Vatican City),2/26/20,0
6723,Saint Kitts and Nevis,2/26/20,0
6724,Western Sahara,2/26/20,0
